component_id,component_type,equipment_age_years,ambient_temperature,humidity,temperature,vibration,voltage,current,pressure,rpm,duty_cycle,running_hours,machine_load,maintenance_history,failures
C00274,Pump,6.8,24.8,72,51.4,0.51,231.9,10.9,106.3,2940,83,1704,79,9,0
C00275,Motor,7.2,31.8,79,82.4,0.62,235,8.5,70.2,1988,76,2372,67,7,0
C00276,Pump,9.1,41,75,87.8,0.5,243.3,12.7,91.2,2693,85,492,64,0,0
C00277,Motor,8.7,22.2,45,75.4,0.49,224.4,13.4,101,2886,80,2534,69,10,0
C00278,Motor,6.7,32.9,64,73.4,0.6,228.2,1.1,129.1,2448,56,3551,67,1,0
C00279,Pump,2.6,32.9,74,73.4,0.68,223.4,12.5,78.4,2875,88,1592,81,5,0
C00280,Horn,8.9,30.6,71,74.5,0.31,242.5,12.1,72.3,2970,100,1967,62,9,1
C00281,Motor,8.3,24.8,90,81.7,0.1,246.6,6.7,107.7,2579,72,2401,74,8,0
C00282,Horn,4,41.5,51,89.5,0.49,241.9,12.6,101.4,1852,64,4605,73,8,1
C00283,Horn,6.7,41.4,72,77.2,0.12,235.4,2.7,93.6,1648,87,4176,55,9,0
C00284,Motor,9.2,38.4,41,85.2,0.42,231.5,9.4,125.2,1782,75,2867,53,4,1
C00285,Pump,4.1,25.5,57,70.5,0.54,243,11.8,73.1,2971,58,1304,89,2,0
C00286,Horn,1,36.8,84,71.3,0.4,220.6,7.6,101.5,2483,75,920,100,9,0
C00287,Motor,7,41.1,73,78,0.53,240.4,15.4,105,2313,81,1541,92,4,0
C00288,Horn,7.8,41.4,77,75.1,0.2,227.5,8.3,98.8,2159,76,2707,57,1,0
C00289,Pump,8.9,33.6,85,68.3,0.27,226.6,8.5,118.5,3310,64,2103,73,9,1
C00290,Pump,0.6,34.5,39,95.9,0.78,230.9,7,107.8,3032,100,1761,51,1,0
C00291,Horn,7.1,29.1,88,76.9,0.81,230.2,12.9,115.7,2343,83,3150,69,3,0
C00292,Pump,6.8,24.9,36,65.6,0.16,242,11.7,79.4,2229,77,2040,74,8,0
C00293,Motor,6.9,36.9,64,60.4,0.57,222.3,10,128.3,2089,62,3259,65,10,0
C00294,Horn,8.5,24.6,62,97,0.82,240,6.1,87.4,2072,72,3791,63,1,1
C00295,Horn,2.5,25.7,54,62.1,0.61,235.7,14.2,81.3,1998,71,2049,77,5,0
C00296,Horn,6.7,31,66,70.7,0.77,240.9,7.6,122.9,3310,57,115,46,6,0
C00297,Horn,8.6,29.6,69,53.6,0.78,233.1,10.3,121.7,1894,79,1300,71,0,0
C00298,Horn,7.7,22.4,56,56.7,0.49,218.7,12.1,102.1,1868,75,223,53,0,0
C00299,Motor,3,38,37,66.4,0.91,230,10,89.6,2235,70,3888,76,4,0
C00300,Pump,1,37.7,65,60.9,0.55,247.8,12.8,118.1,1669,76,3434,70,3,0
C00301,Pump,8.6,25.3,50,74.9,0.12,233.3,4.2,91.5,2901,69,50,65,10,0
C00302,Motor,3.4,31.7,75,95.4,0.79,240.4,11.5,95.6,2185,87,4693,78,9,1
C00303,Motor,8.7,27.9,41,87.9,0.67,227.3,6.3,115.4,2774,78,4541,67,5,1
C00304,Horn,7.1,25,59,89.9,0.73,215.8,15.7,112.7,2520,75,2068,68,5,0
C00305,Pump,9.4,24.7,83,69.8,0.49,236.9,6.9,72.4,3190,64,4117,79,9,1
C00306,Horn,1.5,25.6,60,67.6,0.67,222.8,14.5,122.9,2610,77,1998,63,6,0
C00307,Horn,3,23,42,90.9,0.69,231.5,11.2,94.1,1422,75,2874,57,8,0
C00308,Motor,1.6,28.9,70,57.1,0.74,231.8,10.6,104.1,2639,78,1152,75,4,0
C00309,Horn,5.5,40.1,48,74.5,0.34,221.2,9.4,119.7,2407,91,2263,95,9,0
C00310,Motor,8.5,28,63,63.6,0.74,237.6,8.3,74.2,3099,56,3864,63,8,0
C00311,Pump,9.3,31.7,75,76,0.86,224.6,7.3,130.2,2591,99,623,66,7,1
C00312,Pump,9.2,32.1,44,64.8,0.67,225.2,15.1,90.5,2750,80,502,74,0,0
C00313,Pump,1.5,41.5,68,74.2,0.19,231,19.3,114.8,2371,87,5402,59,7,0
C00314,Motor,8.6,31.9,40,82,0.67,230.7,8.9,76.4,2783,63,2227,79,4,0
C00315,Pump,5.2,35.3,45,56.2,0.45,233,3.8,94.6,2380,71,950,75,1,0
C00316,Horn,5.4,39.2,66,79.1,0.96,241,14.9,120,3005,81,2596,73,1,0
C00317,Pump,7.6,29.2,79,81.2,0.41,224.9,15.8,146.2,2214,93,2234,80,9,1
C00318,Pump,9.7,35.5,75,76.9,0.5,236.5,10.5,123.7,3254,86,1926,79,10,0
C00319,Pump,6.6,22.4,41,69.9,0.63,228,10.7,110,2267,72,4180,84,1,0
C00320,Horn,2.3,39.6,46,77.2,0.29,241.5,6.9,79.5,2226,65,3935,60,9,0
C00321,Motor,2.3,22.3,68,69.9,0.56,221.2,12.4,71.7,3254,68,3287,48,9,0
C00322,Horn,8.5,36,55,87.1,0.12,237.3,12.5,76,2743,57,3452,89,3,0
C00323,Motor,6.3,23.7,76,97,0.5,221.7,7.1,132,2879,78,4840,76,0,0
C00324,Pump,4.5,37.7,48,84.1,0.91,220.2,12.1,89.6,3085,86,3361,95,3,1
C00325,Horn,6.2,32.5,66,74.5,0.2,232.3,2.5,138.8,1761,89,1349,79,5,0
C00326,Pump,3.7,40.6,62,89.5,0.12,241,4.8,64.1,2536,76,4712,76,1,0
C00327,Pump,6.8,23.5,56,61.1,0.74,230.4,11.6,132.1,2223,83,1783,71,5,0
C00328,Motor,7.2,32.1,51,66.4,0.59,232.6,7.6,93.3,2604,78,4264,87,10,1
C00329,Motor,5.9,32,36,85.9,0.68,240.7,9.5,107.3,3697,93,2049,70,10,1
C00330,Motor,7.7,29.9,83,79.5,0.56,222.3,7.2,106.9,1922,75,1430,43,9,0
C00331,Motor,6.5,35.4,69,79.6,0.68,238.3,9.7,87.7,2184,53,2556,64,8,0
C00332,Pump,0.7,40.5,35,81.7,0.47,225.2,6.5,87.6,2550,79,2310,60,0,0
C00333,Horn,2.4,27.3,88,59.8,0.27,227.2,11.6,125.3,2536,72,3821,68,1,0
C00334,Horn,5.1,26.8,86,74.2,0.72,231.5,10,106.8,2620,74,1474,88,3,0
C00335,Motor,5.6,29.5,64,78.4,0.53,230,13.6,91.1,2321,66,2877,53,2,0
C00336,Horn,10,27.9,90,61.5,0.91,225.2,11.2,105.4,2008,95,50,73,2,1
C00337,Motor,9.1,36.9,83,67.4,0.73,234.7,10.7,131,1788,63,1278,89,6,1
C00338,Horn,7.1,26.8,37,77.7,0.14,220.1,6.5,105.1,4105,89,1912,82,0,0
C00339,Pump,9.1,32.2,61,76.3,0.6,231.5,8,78.6,1487,65,860,80,5,0
C00340,Horn,5.6,41,73,73.2,0.65,220,10.3,95.6,2455,98,2305,83,6,0
C00341,Pump,3.1,41.3,72,82.9,0.31,232.5,11.7,121.8,2940,75,3846,100,7,0
C00342,Motor,5.5,27.3,48,79,0.19,221.3,9.3,103.4,2020,71,3257,75,10,0
C00343,Motor,7.6,24.5,90,90.4,0.1,237.9,8.9,148.4,2497,59,1611,82,10,1
C00344,Horn,6.6,27.6,90,67.8,0.39,231.6,9.3,114.7,2371,63,447,57,7,0
C00345,Horn,0.9,30.2,37,71.3,0.62,232.5,10.8,79.5,2320,100,3841,72,1,0
C00346,Horn,6.9,36,77,75.8,0.45,233.9,15.7,97.9,2110,92,2870,42,8,0
C00347,Pump,2.7,31.7,87,69.1,0.61,228.6,5.4,87.8,3535,79,2135,82,2,0
C00348,Horn,6.7,33.8,85,74,0.57,232.6,10.8,93.8,2187,73,1679,65,0,0
C00349,Motor,8.6,41,75,88.8,0.57,224.1,12.7,98.4,3271,75,3131,64,5,0
C00350,Motor,1,31.4,82,65,0.7,230,14.6,108.7,2628,66,2526,90,8,0
C00351,Horn,5.9,24.9,64,54.4,0.69,240.6,7.7,120.1,2529,89,2871,62,9,0
C00352,Horn,4,27.9,75,67.6,0.31,222,3.5,101.5,2605,83,3198,81,2,0
C00353,Pump,4.9,37.2,86,73.3,0.79,217.2,7.3,81.6,2161,66,2119,48,3,0
C00354,Horn,8.8,36.7,79,64,0.88,230.9,10.2,91.7,2592,88,1830,95,4,1
C00355,Pump,7.7,39.2,76,70.9,0.51,226.3,12.3,108.1,2089,68,3332,76,0,0
C00356,Motor,8.2,30.8,42,79.3,0.87,239,6.7,96.6,1421,64,2430,62,2,1
C00357,Horn,2.7,27.5,48,67,0.56,226,5.1,105.5,2442,60,2711,73,8,0
C00358,Horn,2.1,34.1,67,63.7,0.42,232.8,8.4,93.3,2473,84,2228,75,7,0
C00359,Motor,6.2,24.1,72,88.8,0.72,223.4,9.4,52.9,1938,68,470,45,7,0
C00360,Motor,8.8,37.7,68,63.7,0.51,244.7,7.8,106,2264,66,2164,71,0,0
C00361,Motor,8.8,30.3,57,70.1,0.47,239.4,8.2,87.8,2262,70,1320,62,1,0
C00362,Pump,3,27.8,39,83.2,0.56,230.3,8.1,99.5,2049,62,1051,75,0,0
C00363,Pump,7.4,30,54,64.8,0.92,240.5,8.1,86.8,1617,75,1234,71,5,0
C00364,Pump,5.5,23.4,66,63.4,0.59,226.5,7.3,104.8,2985,55,2671,76,6,0
C00365,Motor,6,28.5,69,70.9,0.26,233.9,10.5,109,2105,93,2936,65,1,0
C00366,Pump,7.2,32.6,73,78.1,0.25,230.1,11,115.3,4083,73,2352,48,6,0
C00367,Motor,5.9,34.2,48,80.8,0.53,237.3,4.1,115.8,1695,70,2945,76,7,0
C00368,Horn,8,40.9,51,92.4,0.61,227.7,10.7,65.9,2553,73,1023,72,9,0
C00369,Motor,8.3,33.9,44,74,0.69,235.8,7.8,126.1,2243,61,2920,81,3,0
C00370,Horn,6.1,33,66,67.6,0.44,244.3,12.4,108.9,3187,85,3032,59,0,0
C00371,Motor,3.9,30.3,39,86.4,0.92,232.9,10,86,2032,55,2334,64,5,0
C00372,Motor,6.3,33.5,65,66.7,0.79,237.8,8.9,117,2000,45,2773,48,3,0
C00373,Motor,4.1,40.8,84,56.8,0.84,226.5,6.7,90.4,1398,84,4159,99,3,0
C00374,Pump,7.8,37.9,65,58.6,0.43,234.9,10.5,97.2,2079,100,3146,83,5,0
C00375,Pump,8.3,31.8,74,77.7,0.61,222.2,6.6,93,2922,49,3296,85,6,0
C00376,Horn,7.2,28.4,55,75.8,0.66,240,8.7,83.9,3528,89,5686,100,5,0
C00377,Horn,7.1,33.9,48,82.1,0.68,233.7,6.1,111.3,2471,69,2026,61,8,0
C00378,Pump,6,24.3,38,86.2,0.15,225.7,8.8,105.8,2077,78,3160,95,3,0
C00379,Pump,1,41.5,45,67.4,0.65,244.5,6.3,90.3,1864,80,2704,86,8,0
C00380,Pump,1.5,30.9,59,59.9,0.58,234.9,14.6,126.8,2696,63,50,71,7,0
C00381,Horn,7.3,36,68,78.2,0.67,225.1,12.6,94.4,2392,66,1399,92,7,0
C00382,Horn,8.5,26.8,53,80,0.61,230.3,10.6,75.7,1765,100,2868,74,5,1
C00383,Motor,6.8,40.4,69,63.7,0.42,232.2,8.1,91.6,2169,68,5870,66,3,0
C00384,Pump,7.8,38.1,80,70.6,0.71,231.4,16.8,92.8,1390,92,1306,62,10,1
C00385,Motor,2.3,35.2,36,66.6,0.5,230.5,10.6,88.5,1984,84,108,60,9,0
C00386,Pump,9.7,38,63,84.8,0.81,220.1,9.7,84,2479,84,1051,79,1,1
C00387,Motor,2.9,24.7,66,78.6,0.21,238.2,8.8,84.9,2562,63,3476,76,2,0
C00388,Motor,1.2,34.9,72,70.4,0.4,235.9,14.5,127.6,2455,55,2017,91,3,1
C00389,Pump,3.3,40.2,46,77.5,0.43,235.7,9,133.8,2352,60,1434,64,9,0
C00390,Pump,4.9,30,65,75.7,0.69,226.4,9.4,101.6,2391,68,3634,44,10,0
C00391,Horn,4.6,38.4,39,75.4,0.72,240.9,7.5,99.3,2329,96,1339,94,9,0
C00392,Motor,1.4,22.1,37,48.4,1.11,226,10.7,98.8,2225,60,2431,100,10,0
C00393,Motor,2.3,36.1,49,73.9,0.54,227.7,1,118.8,2111,76,1490,90,2,0
C00394,Pump,5.5,29.7,60,61.5,0.5,235.7,8.7,110.6,3183,62,50,84,6,0
C00395,Motor,5.9,22,37,75.9,0.46,220.4,13.4,102.9,1823,57,2578,83,9,0
C00396,Horn,7.3,30.6,60,53.4,0.8,237.1,4.4,132.4,2536,72,2895,89,1,0
C00397,Motor,1.4,39,74,73.3,0.46,229.9,5.8,120.8,1747,46,2379,91,1,0
C00398,Pump,7,28.7,79,76.5,0.49,235,11.9,113.3,2907,76,2057,73,7,0
C00399,Motor,3.4,38.8,60,74.8,0.14,229.5,18,124.6,2451,76,2429,84,3,0
C00400,Horn,3.1,36.3,83,68.6,0.18,246.7,13.2,114.9,2659,99,1573,55,2,0
C00401,Pump,1,37.6,52,72.5,0.28,233.3,17.9,120.4,2352,67,3925,59,1,0
C00402,Horn,3.3,35.4,67,87.5,0.48,227.6,9.9,144.3,2376,69,3658,82,7,1
C00403,Horn,5.7,41.5,86,71.9,0.46,222.2,17.5,104.9,3087,78,2541,41,1,0
C00404,Pump,9.3,29.5,76,62.9,0.62,229.7,9.2,98.3,3714,57,3188,79,6,0
C00405,Pump,0.6,24.3,65,69.6,0.54,233.8,10.8,88.4,3071,96,1168,96,7,0
C00406,Motor,6.9,40.7,90,56.7,0.51,222.9,11.1,109,2130,85,3787,69,10,0
C00407,Motor,2.9,28.4,60,64.9,0.61,240.8,10.7,79.4,2341,68,1775,70,10,0
C00408,Horn,1.6,38.2,84,59.8,0.86,243.2,8.6,126.8,2894,82,3524,57,4,0
C00409,Motor,5.2,31.2,79,60.3,0.3,234.5,11.8,74.2,2488,88,2646,64,5,0
C00410,Motor,1.6,35.3,90,59.6,0.38,221.7,7.6,86.2,2839,97,3661,76,4,0
C00411,Pump,2,31.1,75,73.2,0.52,237.1,9.5,115.4,2630,62,1623,72,1,0
C00412,Pump,6.4,23.3,50,73.6,0.46,223.7,5.2,93.8,2184,69,1083,78,7,0
C00413,Motor,5.9,23.3,61,72,0.26,222.2,9.5,128.5,2758,74,3029,78,0,0
C00414,Pump,5,30.9,63,74.6,1.01,230.7,9.5,126.1,3013,80,2095,86,0,0
C00415,Pump,6.9,39.4,51,61.8,1.01,221.9,8.4,122.6,2401,83,1742,57,5,0
C00416,Horn,9.2,25,38,77.9,0.13,219.2,6,101.8,2499,75,1226,69,9,1
C00417,Horn,3.6,35.9,79,76.3,0.48,243.5,5.6,118.8,1939,79,3326,79,10,0
C00418,Pump,9.7,36.4,89,58.9,0.6,232.2,6.2,61.2,2808,65,3233,61,10,1
C00419,Pump,3.4,22.1,66,65.4,1.04,231.4,10.3,108.8,1805,80,2819,51,3,0
C00420,Horn,7,39.6,90,79.9,0.39,239.5,8.1,100,2580,75,1755,60,2,0
C00421,Pump,6,26.8,66,70.7,0.24,235.1,10.3,99,1938,66,1546,53,0,0
C00422,Pump,3.5,34.9,68,67.7,0.12,214.9,9.5,139.7,3484,74,3343,78,4,0
C00423,Horn,9.6,33.5,45,65.3,1.19,225.6,8.2,112.9,3322,78,3673,77,10,1
C00424,Horn,4.5,25.4,67,84.8,0.6,227.6,8.2,82.5,2662,90,1887,58,2,0
C00425,Horn,9.2,29.3,82,73.9,0.35,228.1,6.8,114.6,2119,57,3199,72,9,0
C00426,Pump,8.1,32.4,40,55,0.64,237,7.2,91.2,3172,66,2544,77,2,0
C00427,Pump,7.8,23.9,68,78.4,0.78,237.6,4.4,82.1,2499,72,3413,58,3,0
C00428,Horn,2.3,29.3,42,72.9,0.55,230.1,10.2,117.8,1983,72,2888,99,5,0
C00429,Motor,7.5,41.1,72,80.7,0.65,237.2,7.1,99.3,3426,63,3766,56,6,0
C00430,Motor,2.9,29.3,50,63.5,0.64,236.8,15.1,115.4,2017,61,2864,79,2,0
C00431,Pump,2.2,26.5,90,74,0.8,232.6,8.8,106.1,2145,86,3576,56,6,0
C00432,Horn,3.8,25.5,86,70.8,0.33,235.7,15.4,72.8,1834,72,3796,70,3,0
C00433,Motor,7.1,39.5,69,67.5,0.55,222.8,8.3,136.6,2594,68,50,83,6,0
C00434,Horn,3.4,29.4,43,71.8,0.73,225.7,6.6,110.3,2992,77,4292,82,8,0
C00435,Motor,9.1,41.3,57,59.7,0.43,237.5,9.9,103.7,3616,67,2284,79,4,0
C00436,Pump,1,30.7,78,80.7,0.36,228.7,9.2,92.8,1333,63,1728,81,9,0
C00437,Motor,8.8,31.6,84,89.6,0.45,244.8,9.5,118.3,1753,88,2012,73,10,1
C00438,Pump,1.2,33.3,66,90.6,0.46,242,7.3,113.4,1829,67,4286,86,0,1
C00439,Motor,6,41.5,55,77.3,0.67,237.8,11.8,92.1,2877,61,3487,74,9,0
C00440,Motor,5.2,40.5,70,67.7,0.79,237.4,6.8,107.8,1578,85,2217,72,5,0
C00441,Pump,7.1,32.8,49,64.2,0.49,234.3,8.7,91.7,2552,69,4273,64,2,0
C00442,Pump,0.5,31,40,68,1.02,232,11.8,102.7,2570,84,3174,85,7,0
C00443,Motor,9.8,28.7,88,92.4,0.63,233.2,11.4,96.9,2586,80,3383,64,4,0
C00444,Motor,3.3,30.4,36,79.9,0.11,227.6,5.6,114,2711,59,2472,69,2,0
C00445,Horn,6.5,30.6,69,77.5,0.37,235,9.9,103.5,2147,67,1682,85,5,0
C00446,Pump,9.9,25.9,38,63.4,0.22,230.4,10,102.3,1975,68,1140,73,8,0
C00447,Motor,6,24.8,44,67.2,0.51,230.8,12.5,96.9,2149,84,5062,36,8,0
C00448,Motor,8.1,37.2,40,69,0.2,222,10.5,127.1,3194,56,1283,61,1,0
C00449,Horn,0.6,25.8,82,82.4,0.34,225.9,9.2,134.2,3300,72,1901,53,2,0
C00450,Motor,1.6,32.9,58,58.1,0.26,227.9,10,125.4,2760,80,2124,52,0,0
C00451,Motor,3.7,39.6,73,80.7,0.33,229.1,12.5,133.7,2733,71,2089,81,1,0
C00452,Motor,3.3,30.4,85,87.6,0.98,242.8,11.3,78.8,1702,57,4226,60,3,1
C00453,Horn,7.3,31.3,39,62.2,0.33,251.2,7.8,129.4,2694,64,1137,76,10,0
C00454,Pump,4.6,28.7,60,64.7,0.92,230.6,9.2,97.7,3078,63,1383,90,7,0
C00455,Motor,2.5,29.7,59,70,0.63,244,12.7,77.8,2295,86,1842,43,9,0
C00456,Pump,3.9,37.4,81,55.8,0.26,241.4,16.2,109.9,1895,75,4424,88,1,0
C00457,Motor,2.9,32.4,41,76.4,0.18,233.7,9,114,2925,64,2049,71,6,0
C00458,Motor,2.2,29.8,69,61.5,0.49,245.7,14.9,87.6,1978,67,1310,66,8,0
C00459,Motor,5.7,24.8,89,62.8,0.34,217.5,13.3,108.3,3249,81,2189,57,2,0
C00460,Motor,6.1,36.1,82,77.7,0.53,229.5,10.5,115,2899,77,1266,45,7,0
C00461,Pump,7.8,26.4,41,83.5,0.69,238.2,11.7,108.5,3159,72,2914,87,7,0
C00462,Horn,6.4,38.6,67,53,0.78,220,15.3,108,2223,60,1715,60,3,0
C00463,Motor,4.7,32.6,60,78.1,0.69,233.2,10,92.7,2039,67,1837,75,0,0
C00464,Horn,9.5,25,77,89.2,0.87,238.2,8.5,124,1464,80,2450,69,0,0
C00465,Motor,7.1,41.5,41,77.4,0.5,230.8,13.6,125.7,1819,85,888,63,1,0
C00466,Motor,1.4,28.2,74,45,0.21,236.8,15,115.5,2416,85,1694,79,8,0
C00467,Horn,8.2,39,65,90.2,0.65,230.1,13,84.7,2477,52,3382,66,0,0
C00468,Horn,8.5,36,84,83.9,0.62,241.6,9.2,127.5,2369,81,2822,100,6,1
C00469,Pump,4.8,27,65,79.5,0.41,234.8,6.9,103.4,3227,74,3457,63,4,0
C00470,Motor,9.4,33.4,38,83.3,0.43,228.8,7,87.1,2037,76,2301,55,3,0
C00471,Pump,9.7,41.8,66,74.6,0.64,226.7,6.9,60.3,2279,89,3851,72,3,0
C00472,Motor,4.2,27.6,50,73.2,0.6,223.3,7.5,94.8,2492,100,1046,78,8,0
C00473,Motor,8.6,30.1,75,82.3,0.61,234.2,5.6,94.2,2861,80,4045,71,3,1
C00474,Horn,8.3,38.9,78,69.8,0.67,245.8,9.1,86.2,2374,50,3110,75,5,0
C00475,Motor,1.1,39.5,52,75.5,0.39,241.2,6.1,78.6,2072,71,50,74,0,0
C00476,Pump,9.8,34.7,70,66.1,0.5,220.4,10.1,80.5,3277,61,1878,67,7,0
C00477,Motor,6.3,23.2,88,71.3,0.71,217.9,11.6,91.8,3237,74,1224,69,5,0
C00478,Motor,6.6,37.1,85,83.6,0.38,225.4,10.4,115.4,3024,91,2253,77,6,1
C00479,Pump,1.5,39.9,84,66.3,1.06,245.6,11.4,103.6,2607,73,1883,38,7,0
C00480,Pump,2.7,22.3,85,80.9,0.11,226.2,9.4,123.2,2461,65,2481,65,10,0
C00481,Pump,3.9,26.8,51,77.8,0.84,235.9,7.9,92.3,2461,86,1655,60,5,0
C00482,Pump,3.7,33.1,77,101.4,0.77,237,14.1,106,1857,79,1631,58,8,0
C00483,Motor,4.3,25.2,39,62.2,0.35,237,17.6,97.7,2410,74,2525,61,10,0
C00484,Motor,3.7,35.2,82,75.8,0.43,229.2,9.7,91.6,2404,83,2443,76,3,0
C00485,Horn,7.5,27.5,77,91.7,0.68,241,6.4,103.7,3304,73,1513,83,4,0
C00486,Pump,3.1,24.1,50,80,0.14,219.9,8.6,108.3,2188,82,4621,32,9,0
C00487,Pump,9.2,28.1,57,70.9,0.94,234.9,10.9,103.6,2467,59,4047,64,6,0
C00488,Motor,2,40.4,56,76.1,0.48,233.7,5.1,141.9,3157,65,1941,69,7,0
C00489,Horn,5,33,37,68.4,0.88,232,14.8,108.7,2787,72,2407,70,4,0
C00490,Motor,5,27.5,65,67.9,0.31,233.4,5.7,100.1,2267,64,3154,75,8,0
C00491,Horn,9.4,33.4,69,92.1,0.51,239.7,9.6,133.1,2794,80,2470,71,8,1
C00492,Pump,5.5,30,62,69.9,0.25,225.9,10.2,94.1,3133,57,2970,88,2,0
C00493,Horn,1.5,26.5,78,79.3,0.89,230.2,3.5,117,1837,77,2710,100,7,0
C00494,Pump,8.1,34.8,56,51.2,0.88,221.7,7.4,100.9,2163,68,2396,81,8,1
C00495,Motor,5.5,25.2,67,68.1,0.25,234.6,11,81.4,2674,85,1834,61,10,0
C00496,Motor,8.3,34.8,47,38,0.72,243.5,8.8,95.3,2224,72,2791,63,9,0
C00497,Motor,5.6,32.5,65,77.8,0.44,230,10.3,151.3,3436,81,3294,70,7,1
C00498,Pump,9.9,32.4,39,86.2,0.39,221.8,16,112.3,2333,78,3197,53,7,0
C00499,Motor,5.7,27,54,85.5,0.67,225.2,15.2,119.4,2199,93,2795,100,8,1
C00500,Pump,9.6,40.2,47,74.2,0.8,229.7,8.3,90.7,2846,85,269,79,2,0
C00501,Motor,8.2,34.3,48,64,0.58,239.3,13,82.2,3032,72,50,79,9,0
C00502,Pump,4.7,30.8,41,55,0.42,223,14.4,93.9,3087,71,3000,77,10,0
C00503,Motor,0.8,22.2,63,90.6,0.65,234.6,8.2,98.3,1980,70,4205,59,1,0
C00504,Horn,1.2,34.8,54,82.9,0.58,219.5,6.9,100.5,2035,71,2962,62,8,0
C00505,Motor,1.2,30.6,42,84.2,0.61,237.9,10.7,114,2238,61,2396,55,8,0
C00506,Horn,6.9,38.1,57,88.7,0.43,230.9,15.8,84,1752,56,300,64,2,1
C00507,Pump,0.5,29.9,58,58.4,0.49,242.8,18.6,97.2,2176,97,2190,69,7,0
C00508,Motor,1.4,40.9,88,52.6,0.1,230.4,12.7,125,2247,64,2281,78,7,0
C00509,Pump,7.1,23.6,86,71.5,0.65,224.1,5.6,119.2,1569,67,1887,80,3,0
C00510,Pump,8.5,28.7,48,66.7,0.8,239.1,10.8,101.4,2878,71,3876,58,0,0
C00511,Horn,9,40.1,55,77.6,0.65,234.7,7.2,117.2,3071,81,2754,90,0,0
C00512,Pump,2.3,29.2,78,69.9,0.43,230,6.5,105.7,2589,74,1186,69,7,0
C00513,Motor,7.2,35.1,72,68.8,0.28,227,6.8,143.8,1881,78,1429,60,3,0
C00514,Horn,5,32.1,40,69.9,0.63,232.6,12.5,137.5,2132,70,1666,68,2,0
C00515,Horn,2,24,36,71.6,0.26,245.7,7.6,100.3,2210,63,750,72,5,0
C00516,Motor,5.1,37.6,85,74.2,0.47,230.9,9.1,110.7,2874,76,1342,55,2,0
C00517,Motor,9,29.8,58,75,0.53,220.3,13.6,119.4,2169,80,1114,89,0,0
C00518,Motor,9.1,35.1,72,85.9,0.68,230.5,16,49.3,2112,83,63,74,5,0
C00519,Horn,4.6,23.8,47,60.3,0.21,224.4,8.6,106.7,2992,90,2749,99,0,0
C00520,Pump,9.8,26.1,47,79.3,0.19,247.3,10.9,103.4,2442,65,411,66,2,0
C00521,Horn,9.7,32.2,41,95.3,0.5,237.8,9.5,126.8,2865,77,4406,46,7,1
C00522,Horn,5.1,38,50,74.8,0.61,232.6,9.5,101.7,2607,83,938,62,8,0
C00523,Motor,6.4,38.4,64,70.2,0.62,224.9,11.7,108,2935,64,3205,97,7,0
C00524,Pump,3.8,27.4,84,70.3,0.86,242.3,11.2,111.5,3259,74,1822,58,8,0
C00525,Motor,1.6,37.9,66,68.3,0.49,235.5,12.5,89.4,1654,70,3582,83,5,0
C00526,Motor,7,39.3,35,69.8,0.19,217.2,7,106.7,2686,68,1926,53,6,0
C00527,Motor,9.6,23.8,79,59.7,0.58,238.9,9.2,97.8,2687,74,2367,70,1,0
C00528,Pump,2.9,39.5,76,79.2,0.56,233.4,11.5,81.1,2445,75,1613,79,6,0
C00529,Motor,8.6,38.5,78,77.9,0.24,238.1,7.6,52.5,2682,79,1376,44,4,0
C00530,Horn,0.9,36.9,67,71.6,0.21,234.3,8.4,120.1,2674,60,2205,77,1,0
C00531,Pump,9.3,23.6,74,75.8,0.28,236.3,9.5,88.1,2597,60,2170,95,2,0
C00532,Motor,9.3,30.6,87,75.1,0.71,226.2,12.4,93,2323,47,1438,67,8,0
C00533,Horn,1.7,36.8,72,77.6,0.67,242.5,11.8,105.2,2076,81,3281,62,10,0
C00534,Pump,3.3,41.8,83,85.4,0.72,225.6,6.8,98.7,3056,64,2389,62,8,1
C00535,Horn,2.1,23,65,68.9,0.48,235.7,9,88,2991,61,2604,39,8,0
C00536,Pump,1.7,26.9,52,69.3,0.56,232.3,9.8,104,2975,79,3114,75,2,0
C00537,Pump,7.4,25.5,65,60.2,0.67,234.1,9.9,85.6,3079,47,909,86,9,0
C00538,Pump,9.2,35.2,78,77.2,0.11,224.2,8.9,95.6,1465,73,565,75,1,0
C00539,Motor,8.5,40.3,83,72.8,0.62,224.4,7.7,130.2,2584,66,4136,100,8,1
C00540,Horn,8.5,36.7,90,68.5,0.82,233.1,16.3,99.7,2892,75,1854,33,10,1
C00541,Horn,4,41.5,83,110.2,0.55,240.5,0.3,99.2,2621,79,4071,64,5,0
C00542,Motor,5.8,24.1,52,65,0.26,229.2,5.9,84.1,2048,72,841,88,0,0
C00543,Pump,4.7,31.9,62,76.2,0.52,226.8,12.2,111.5,1770,74,1048,57,2,0
C00544,Pump,5.1,32.9,56,66.2,0.66,238.3,10.5,113.4,3178,53,1883,75,4,0
C00545,Pump,7.3,28.6,89,77.8,0.13,230.5,9.3,122.5,2872,89,1456,61,7,0
C00546,Horn,6,39.8,55,59.8,0.52,225.2,17.2,99.2,3062,80,1855,91,9,0
C00547,Pump,5.1,24.6,81,91,0.28,228.8,13.2,144.1,3107,87,2924,80,1,0
C00548,Motor,9,38.8,43,77.5,0.8,222.3,10.7,103.9,2894,74,3257,61,4,0
